Timestamp (GMT+7),DO Value,DO Temperature,EC Value (us/cm),EC Temperature,Battery Voltage
2024-10-04 00:00:37+07:00,-9999.00000,-9999.00000,0,25.00000,8.00336
2024-10-04 00:01:52+07:00,-9999.00000,-9999.00000,0,25.00000,7.98860
2024-10-04 00:07:43+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:08:57+07:00,-9999.00000,-9999.00000,0,25.00000,7.97384
2024-10-04 00:10:11+07:00,-9999.00000,-9999.00000,0,25.00000,7.92464
2024-10-04 00:11:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.88528
2024-10-04 00:12:44+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:13:59+07:00,-9999.00000,-9999.00000,0,25.00000,7.98368
2024-10-04 00:15:14+07:00,-9999.00000,-9999.00000,0,25.00000,7.97384
2024-10-04 00:16:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.91972
2024-10-04 00:17:43+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:18:59+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:20:14+07:00,-9999.00000,-9999.00000,0,25.00000,7.97384
2024-10-04 00:21:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.87298
2024-10-04 00:22:43+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:23:58+07:00,-9999.00000,-9999.00000,0,25.00000,7.97384
2024-10-04 00:25:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.95170
2024-10-04 00:26:26+07:00,-9999.00000,-9999.00000,0,25.00000,7.97384
2024-10-04 00:27:41+07:00,-9999.00000,-9999.00000,0,25.00000,7.97138
2024-10-04 00:28:58+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 00:30:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.96892
2024-10-04 00:31:32+07:00,-9999.00000,-9999.00000,0,25.00000,7.97138
2024-10-04 00:32:45+07:00,-9999.00000,-9999.00000,0,25.00000,7.96892
2024-10-04 00:34:02+07:00,-9999.00000,-9999.00000,0,25.00000,7.97138
2024-10-04 00:35:16+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 00:36:38+07:00,-9999.00000,-9999.00000,0,25.00000,7.96892
2024-10-04 00:37:59+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:39:13+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:40:27+07:00,-9999.00000,-9999.00000,0,25.00000,7.96892
2024-10-04 00:41:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.99106
2024-10-04 00:42:56+07:00,-9999.00000,-9999.00000,0,25.00000,7.98368
2024-10-04 00:44:10+07:00,-9999.00000,-9999.00000,0,25.00000,7.97384
2024-10-04 00:45:24+07:00,-9999.00000,-9999.00000,0,25.00000,7.97630
2024-10-04 00:46:38+07:00,-9999.00000,-9999.00000,0,25.00000,7.97138
2024-10-04 00:49:11+07:00,-9999.00000,-9999.00000,0,25.00000,7.97138
2024-10-04 00:50:28+07:00,-9999.00000,-9999.00000,0,25.00000,7.96892
2024-10-04 00:51:44+07:00,-9999.00000,-9999.00000,0,25.00000,7.90496
2024-10-04 00:52:58+07:00,-9999.00000,-9999.00000,0,25.00000,7.98122
2024-10-04 00:54:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.98368
2024-10-04 00:55:26+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 00:56:41+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 00:59:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:00:37+07:00,-9999.00000,-9999.00000,0,25.00000,7.95662
2024-10-04 01:01:51+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:03:06+07:00,-9999.00000,-9999.00000,0,25.00000,7.96400
2024-10-04 01:04:23+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:05:38+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:06:53+07:00,-9999.00000,-9999.00000,0,25.00000,7.97138
2024-10-04 01:08:13+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:09:32+07:00,-9999.00000,-9999.00000,0,25.00000,7.98368
2024-10-04 01:10:46+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:12:01+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:13:22+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:14:36+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:15:50+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:17:05+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:18:19+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:19:33+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:20:47+07:00,-9999.00000,-9999.00000,0,25.00000,7.96892
2024-10-04 01:22:01+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:23:15+07:00,-9999.00000,-9999.00000,0,25.00000,7.84100
2024-10-04 01:24:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:25:45+07:00,-9999.00000,-9999.00000,0,25.00000,7.96400
2024-10-04 01:26:59+07:00,-9999.00000,-9999.00000,0,25.00000,7.96646
2024-10-04 01:28:13+07:00,-9999.00000,-9999.00000,0,25.00000,7.94924
2024-10-04 01:29:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:30:47+07:00,-9999.00000,-9999.00000,0,25.00000,7.95662
2024-10-04 01:32:01+07:00,-9999.00000,-9999.00000,0,25.00000,7.93694
2024-10-04 01:33:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:34:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.96400
2024-10-04 01:35:44+07:00,-9999.00000,-9999.00000,0,25.00000,7.95908
2024-10-04 01:36:58+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:38:13+07:00,-9999.00000,-9999.00000,0,25.00000,7.95416
2024-10-04 01:39:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.95662
2024-10-04 01:40:45+07:00,-9999.00000,-9999.00000,0,25.00000,7.95416
2024-10-04 01:42:00+07:00,-9999.00000,-9999.00000,0,25.00000,7.96154
2024-10-04 01:43:16+07:00,-9999.00000,-9999.00000,0,25.00000,7.95170
2024-10-04 01:44:32+07:00,-9999.00000,-9999.00000,0,25.00000,7.85084
2024-10-04 01:45:47+07:00,-9999.00000,-9999.00000,0,25.00000,7.93940
2024-10-04 01:47:02+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 01:48:19+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 01:49:33+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 01:50:48+07:00,-9999.00000,-9999.00000,0,25.00000,7.94924
2024-10-04 01:52:03+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 01:53:24+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 01:54:38+07:00,-9999.00000,-9999.00000,0,25.00000,7.86314
2024-10-04 01:55:53+07:00,-9999.00000,-9999.00000,0,25.00000,7.93940
2024-10-04 01:57:08+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 01:58:22+07:00,-9999.00000,-9999.00000,0,25.00000,7.94186
2024-10-04 01:59:38+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 02:00:54+07:00,-9999.00000,-9999.00000,0,25.00000,7.92710
2024-10-04 02:02:10+07:00,-9999.00000,-9999.00000,0,25.00000,7.93940
2024-10-04 02:03:24+07:00,-9999.00000,-9999.00000,0,25.00000,7.94924
2024-10-04 02:04:38+07:00,-9999.00000,-9999.00000,0,25.00000,7.86560
2024-10-04 02:05:52+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 02:07:06+07:00,-9999.00000,-9999.00000,0,25.00000,7.93694
2024-10-04 02:08:20+07:00,-9999.00000,-9999.00000,0,25.00000,7.95908
2024-10-04 02:09:35+07:00,-9999.00000,-9999.00000,0,25.00000,7.93202
2024-10-04 02:10:52+07:00,-9999.00000,-9999.00000,0,25.00000,7.93940
2024-10-04 02:12:11+07:00,-9999.00000,-9999.00000,0,25.00000,7.94186
2024-10-04 02:13:27+07:00,-9999.00000,-9999.00000,0,25.00000,7.82624
2024-10-04 02:14:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.94186
2024-10-04 02:16:01+07:00,-9999.00000,-9999.00000,0,25.00000,7.94432
2024-10-04 02:17:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.92956
2024-10-04 02:18:33+07:00,-9999.00000,-9999.00000,0,25.00000,7.80902
2024-10-04 02:19:51+07:00,-9999.00000,-9999.00000,0,25.00000,7.93448
2024-10-04 02:21:05+07:00,-9999.00000,-9999.00000,0,25.00000,7.93202
2024-10-04 02:22:19+07:00,-9999.00000,-9999.00000,0,25.00000,7.92956
2024-10-04 02:23:33+07:00,-9999.00000,-9999.00000,0,25.00000,7.93448
2024-10-04 02:24:49+07:00,-9999.00000,-9999.00000,0,25.00000,7.93694
2024-10-04 02:26:07+07:00,-9999.00000,-9999.00000,0,25.00000,7.93202
2024-10-04 02:27:21+07:00,-9999.00000,-9999.00000,0,25.00000,7.77704
2024-10-04 02:28:36+07:00,-9999.00000,-9999.00000,0,25.00000,7.92464
2024-10-04 02:29:51+07:00,-9999.00000,-9999.00000,0,25.00000,7.87298
2024-10-04 02:31:11+07:00,-9999.00000,-9999.00000,0,25.00000,7.91972
2024-10-04 02:32:26+07:00,-9999.00000,-9999.00000,0,25.00000,7.91972
2024-10-04 02:33:41+07:00,-9999.00000,-9999.00000,0,25.00000,7.92956
2024-10-04 02:35:00+07:00,-9999.00000,-9999.00000,0,25.00000,7.93202
2024-10-04 02:36:15+07:00,-9999.00000,-9999.00000,0,25.00000,7.93202
2024-10-04 02:37:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.80164
2024-10-04 02:38:44+07:00,-9999.00000,-9999.00000,0,25.00000,7.94924
2024-10-04 02:40:00+07:00,-9999.00000,-9999.00000,0,25.00000,7.92464
2024-10-04 02:41:13+07:00,-9999.00000,-9999.00000,0,25.00000,7.92956
2024-10-04 02:42:28+07:00,-9999.00000,-9999.00000,0,25.00000,7.93202
2024-10-04 02:43:43+07:00,-9999.00000,-9999.00000,0,25.00000,7.92956
2024-10-04 02:44:58+07:00,-9999.00000,-9999.00000,0,25.00000,7.93202
2024-10-04 02:46:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.92710
2024-10-04 02:47:27+07:00,-9999.00000,-9999.00000,0,25.00000,7.92464
2024-10-04 02:48:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.91972
2024-10-04 02:49:57+07:00,-9999.00000,-9999.00000,0,25.00000,7.93940
2024-10-04 02:51:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.91972
2024-10-04 02:52:26+07:00,-9999.00000,-9999.00000,0,25.00000,7.92464
2024-10-04 02:53:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.92218
2024-10-04 02:54:58+07:00,-9999.00000,-9999.00000,0,25.00000,7.91726
2024-10-04 02:56:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.92710
2024-10-04 02:57:25+07:00,-9999.00000,-9999.00000,0,25.00000,7.92464
2024-10-04 02:58:40+07:00,-9999.00000,-9999.00000,0,25.00000,7.91480
2024-10-04 02:59:55+07:00,-9999.00000,-9999.00000,0,25.00000,7.91972
2024-10-04 03:01:09+07:00,-9999.00000,-9999.00000,0,25.00000,7.92218
2024-10-04 03:02:27+07:00,-9999.00000,-9999.00000,0,25.00000,7.92464
2024-10-04 03:03:43+07:00,-9999.00000,-9999.00000,0,25.00000,7.91234
2024-10-04 03:05:04+07:00,-9999.00000,-9999.00000,0,25.00000,7.90988
2024-10-04 03:06:18+07:00,-9999.00000,-9999.00000,0,25.00000,7.90250
2024-10-04 03:07:34+07:00,-9999.00000,-9999.00000,0,25.00000,7.90496
2024-10-04 03:08:48+07:00,-9999.00000,-9999.00000,0,25.00000,7.91480
2024-10-04 03:10:03+07:00,-9999.00000,-9999.00000,0,25.00000,7.83854
2024-10-04 03:11:19+07:00,-9999.00000,-9999.00000,0,25.00000,7.90988
2024-10-04 03:12:34+07:00,-9999.00000,-9999.00000,0,25.00000,7.90742
2024-10-04 03:13:49+07:00,-9999.00000,-9999.00000,0,25.00000,7.79180
2024-10-04 03:15:06+07:00,-9999.00000,-9999.00000,0,25.00000,7.92218
2024-10-04 03:16:21+07:00,-9999.00000,-9999.00000,0,25.00000,7.90496
2024-10-04 03:17:36+07:00,-9999.00000,-9999.00000,0,25.00000,7.91234
2024-10-04 03:18:51+07:00,-9999.00000,-9999.00000,0,25.00000,7.90988
2024-10-04 03:20:05+07:00,-9999.00000,-9999.00000,0,25.00000,7.91234
2024-10-04 03:21:19+07:00,-9999.00000,-9999.00000,0,25.00000,7.90250
2024-10-04 03:22:33+07:00,-9999.00000,-9999.00000,0,25.00000,7.90496
2024-10-04 03:23:47+07:00,-9999.00000,-9999.00000,0,25.00000,7.79180
2024-10-04 03:25:01+07:00,-9999.00000,-9999.00000,0,25.00000,7.90004
2024-10-04 03:26:15+07:00,-9999.00000,-9999.00000,0,25.00000,7.90004
2024-10-04 03:27:30+07:00,-9999.00000,-9999.00000,0,25.00000,7.89512
2024-10-04 03:28:44+07:00,-9999.00000,-9999.00000,0,25.00000,7.90250
2024-10-04 03:29:57+07:00,-9999.00000,-9999.00000,0,25.00000,7.90004
2024-10-04 03:31:11+07:00,-9999.00000,-9999.00000,0,25.00000,7.90988
2024-10-04 03:32:26+07:00,-9999.00000,-9999.00000,0,25.00000,7.91972
2024-10-04 03:33:48+07:00,-9999.00000,-9999.00000,0,25.00000,7.90250
2024-10-04 03:35:02+07:00,-9999.00000,-9999.00000,0,25.00000,7.91480
2024-10-04 03:36:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.79426
2024-10-04 03:37:32+07:00,-9999.00000,-9999.00000,0,25.00000,7.89758
2024-10-04 03:38:46+07:00,-9999.00000,-9999.00000,0,25.00000,7.89020
2024-10-04 03:40:02+07:00,-9999.00000,-9999.00000,0,25.00000,7.89266
2024-10-04 03:41:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.89020
2024-10-04 03:42:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.89512
2024-10-04 03:43:45+07:00,-9999.00000,-9999.00000,0,25.00000,7.90496
2024-10-04 03:44:59+07:00,-9999.00000,-9999.00000,0,25.00000,7.90004
2024-10-04 03:46:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.89512
2024-10-04 03:47:27+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 03:48:41+07:00,-9999.00000,-9999.00000,0,25.00000,7.89758
2024-10-04 03:49:55+07:00,-9999.00000,-9999.00000,0,25.00000,7.90004
2024-10-04 03:51:09+07:00,-9999.00000,-9999.00000,0,25.00000,7.89512
2024-10-04 03:52:24+07:00,-9999.00000,-9999.00000,0,25.00000,7.81640
2024-10-04 03:53:39+07:00,-9999.00000,-9999.00000,0,25.00000,7.88528
2024-10-04 03:54:54+07:00,-9999.00000,-9999.00000,0,25.00000,7.89758
2024-10-04 03:56:08+07:00,-9999.00000,-9999.00000,0,25.00000,7.89758
2024-10-04 03:57:22+07:00,-9999.00000,-9999.00000,0,25.00000,7.89266
2024-10-04 03:58:38+07:00,-9999.00000,-9999.00000,0,25.00000,7.88282
2024-10-04 03:59:53+07:00,-9999.00000,-9999.00000,0,25.00000,7.89020
2024-10-04 04:01:14+07:00,-9999.00000,-9999.00000,0,25.00000,7.89020
2024-10-04 04:02:28+07:00,-9999.00000,-9999.00000,0,25.00000,7.90496
2024-10-04 04:03:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:04:57+07:00,-9999.00000,-9999.00000,0,25.00000,7.89266
2024-10-04 04:06:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:07:26+07:00,-9999.00000,-9999.00000,0,25.00000,7.85822
2024-10-04 04:08:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.76474
2024-10-04 04:10:06+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:11:20+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:12:34+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:13:49+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:15:03+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:16:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.80902
2024-10-04 04:17:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:18:48+07:00,-9999.00000,-9999.00000,0,25.00000,7.88036
2024-10-04 04:20:02+07:00,-9999.00000,-9999.00000,0,25.00000,7.88528
2024-10-04 04:21:17+07:00,-9999.00000,-9999.00000,0,25.00000,7.88774
2024-10-04 04:22:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.88528
2024-10-04 04:23:46+07:00,-9999.00000,-9999.00000,0,25.00000,7.88036
2024-10-04 04:25:00+07:00,-9999.00000,-9999.00000,0,25.00000,7.80410
2024-10-04 04:26:15+07:00,-9999.00000,-9999.00000,0,25.00000,7.86806
2024-10-04 04:27:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.88282
2024-10-04 04:28:46+07:00,-9999.00000,-9999.00000,0,25.00000,7.87298
2024-10-04 04:30:00+07:00,-9999.00000,-9999.00000,0,25.00000,7.88036
2024-10-04 04:31:14+07:00,-9999.00000,-9999.00000,0,25.00000,7.86560
2024-10-04 04:32:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.87544
2024-10-04 04:33:43+07:00,-9999.00000,-9999.00000,0,25.00000,7.87298
2024-10-04 04:34:57+07:00,-9999.00000,-9999.00000,0,25.00000,7.87544
2024-10-04 04:36:11+07:00,-9999.00000,-9999.00000,0,25.00000,7.88282
2024-10-04 04:37:25+07:00,-9999.00000,-9999.00000,0,25.00000,7.86560
2024-10-04 04:38:40+07:00,-9999.00000,-9999.00000,0,25.00000,7.87298
2024-10-04 04:39:55+07:00,-9999.00000,-9999.00000,0,25.00000,7.87790
2024-10-04 04:41:10+07:00,-9999.00000,-9999.00000,0,25.00000,7.86314
2024-10-04 04:42:25+07:00,-9999.00000,-9999.00000,0,25.00000,7.87052
2024-10-04 04:43:40+07:00,-9999.00000,-9999.00000,0,25.00000,7.87052
2024-10-04 04:44:55+07:00,-9999.00000,-9999.00000,0,25.00000,7.84100
2024-10-04 04:46:12+07:00,-9999.00000,-9999.00000,0,25.00000,7.87052
2024-10-04 04:47:26+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 04:48:40+07:00,-9999.00000,-9999.00000,0,25.00000,7.86068
2024-10-04 04:49:56+07:00,-9999.00000,-9999.00000,0,25.00000,7.86314
2024-10-04 04:51:11+07:00,-9999.00000,-9999.00000,0,25.00000,7.83608
2024-10-04 04:52:27+07:00,-9999.00000,-9999.00000,0,25.00000,7.87298
2024-10-04 04:53:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.86068
2024-10-04 04:54:57+07:00,-9999.00000,-9999.00000,0,25.00000,7.87052
2024-10-04 04:57:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.86560
2024-10-04 04:58:45+07:00,-9999.00000,-9999.00000,0,25.00000,7.86560
2024-10-04 05:00:05+07:00,-9999.00000,-9999.00000,0,25.00000,7.86068
2024-10-04 05:01:19+07:00,-9999.00000,-9999.00000,0,25.00000,7.85576
2024-10-04 05:02:33+07:00,-9999.00000,-9999.00000,0,25.00000,7.85576
2024-10-04 05:03:53+07:00,-9999.00000,-9999.00000,0,25.00000,7.85822
2024-10-04 05:05:08+07:00,-9999.00000,-9999.00000,0,25.00000,7.86314
2024-10-04 05:06:22+07:00,-9999.00000,-9999.00000,0,25.00000,7.84592
2024-10-04 05:07:36+07:00,-9999.00000,-9999.00000,0,25.00000,7.76474
2024-10-04 05:08:50+07:00,-9999.00000,-9999.00000,0,25.00000,7.86068
2024-10-04 05:10:05+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:11:19+07:00,-9999.00000,-9999.00000,0,25.00000,7.85330
2024-10-04 05:12:33+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:13:48+07:00,-9999.00000,-9999.00000,0,25.00000,7.85576
2024-10-04 05:15:03+07:00,-9999.00000,-9999.00000,0,25.00000,7.77212
2024-10-04 05:16:18+07:00,-9999.00000,-9999.00000,0,25.00000,7.86068
2024-10-04 05:17:31+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:18:47+07:00,-9999.00000,-9999.00000,0,25.00000,7.85330
2024-10-04 05:20:03+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:21:20+07:00,-9999.00000,-9999.00000,0,25.00000,7.86068
2024-10-04 05:22:35+07:00,-9999.00000,-9999.00000,0,25.00000,7.86560
2024-10-04 05:23:49+07:00,-9999.00000,-9999.00000,0,25.00000,7.85822
2024-10-04 05:25:04+07:00,-9999.00000,-9999.00000,0,25.00000,7.86314
2024-10-04 05:26:18+07:00,-9999.00000,-9999.00000,0,25.00000,7.85084
2024-10-04 05:27:32+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:28:47+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:30:01+07:00,-9999.00000,-9999.00000,0,25.00000,7.85330
2024-10-04 05:31:14+07:00,-9999.00000,-9999.00000,0,25.00000,7.84592
2024-10-04 05:32:29+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:33:43+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:34:59+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:36:14+07:00,-9999.00000,-9999.00000,0,25.00000,7.84592
2024-10-04 05:37:28+07:00,-9999.00000,-9999.00000,0,25.00000,7.84838
2024-10-04 05:38:42+07:00,-9999.00000,-9999.00000,0,25.00000,7.84592
